school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,17,U,LE3,T,4,4,OTHER,TEACHER,HOME,FATHER,2,1,0,NO,NO,YES,NO,YES,YES,YES,NO,4,1,1,2,2,5,0,11,11,10
GP,F,17,U,GT3,T,4,2,OTHER,OTHER,REPUTATION,MOTHER,2,3,0,NO,YES,YES,NO,YES,YES,YES,NO,4,3,3,1,1,3,0,15,12,14
GP,F,17,U,GT3,T,3,2,HEALTH,HEALTH,REPUTATION,FATHER,1,4,0,NO,YES,YES,YES,NO,YES,YES,NO,5,2,2,1,2,5,0,17,17,18
GP,M,19,U,GT3,T,3,3,OTHER,OTHER,HOME,OTHER,1,2,1,NO,YES,NO,YES,YES,YES,YES,YES,4,4,4,1,1,3,20,15,14,13
GP,F,18,U,GT3,T,2,4,SERVICES,AT_HOME,REPUTATION,OTHER,1,2,1,NO,YES,YES,YES,YES,YES,YES,NO,4,4,3,1,1,3,8,14,12,12
GP,M,20,U,GT3,A,3,2,SERVICES,OTHER,COURSE,OTHER,1,1,0,NO,NO,NO,YES,YES,YES,NO,NO,5,5,3,1,1,5,0,17,18,18
GP,M,19,U,GT3,T,4,4,TEACHER,SERVICES,REPUTATION,OTHER,2,1,1,NO,YES,YES,NO,YES,YES,YES,YES,4,3,4,1,1,4,38,8,9,8
GP,M,19,R,GT3,T,3,3,OTHER,SERVICES,REPUTATION,FATHER,1,2,1,NO,NO,NO,YES,YES,YES,NO,YES,4,5,3,1,2,5,0,15,12,12
GP,F,19,U,LE3,T,1,1,AT_HOME,OTHER,REPUTATION,OTHER,1,2,1,YES,YES,NO,YES,NO,YES,YES,NO,4,4,3,1,3,3,18,12,10,10
GP,F,19,U,LE3,T,1,2,SERVICES,SERVICES,HOME,OTHER,1,2,1,NO,NO,NO,YES,NO,YES,NO,YES,4,2,4,2,2,3,0,9,9,0
GP,F,19,U,GT3,T,2,1,AT_HOME,OTHER,OTHER,OTHER,3,2,0,NO,YES,NO,NO,YES,NO,YES,YES,3,4,1,1,1,2,20,14,12,13
GP,M,19,U,GT3,T,1,2,OTHER,SERVICES,COURSE,OTHER,1,2,1,NO,NO,NO,NO,NO,YES,YES,NO,4,5,2,2,2,4,3,13,11,11
GP,F,19,U,LE3,T,3,2,SERVICES,OTHER,REPUTATION,OTHER,2,2,1,NO,YES,YES,NO,NO,YES,YES,YES,4,2,2,1,2,1,22,13,10,11
GP,F,19,U,GT3,T,1,1,AT_HOME,HEALTH,HOME,OTHER,1,3,2,NO,NO,NO,NO,NO,YES,YES,YES,4,1,2,1,1,3,14,15,13,13
GP,F,19,R,GT3,T,2,3,OTHER,OTHER,REPUTATION,OTHER,1,3,1,NO,NO,NO,NO,YES,YES,YES,YES,4,1,2,1,1,3,40,13,11,11
GP,F,18,U,GT3,T,2,1,SERVICES,OTHER,COURSE,MOTHER,2,2,0,NO,YES,YES,YES,YES,YES,YES,NO,5,3,3,1,2,1,0,8,8,0
GP,F,18,U,GT3,T,4,3,OTHER,OTHER,COURSE,MOTHER,1,3,0,NO,YES,YES,YES,YES,YES,YES,YES,4,3,4,1,1,5,9,9,10,9
GP,F,17,R,GT3,T,3,4,AT_HOME,SERVICES,COURSE,FATHER,1,3,0,NO,YES,YES,YES,NO,YES,YES,NO,4,3,4,2,5,5,0,11,11,10
GP,F,18,U,GT3,T,4,4,TEACHER,OTHER,COURSE,MOTHER,1,2,0,NO,YES,YES,NO,YES,YES,YES,NO,4,4,4,3,3,5,2,11,11,11
GP,F,17,U,GT3,A,4,3,SERVICES,SERVICES,COURSE,MOTHER,1,2,0,NO,YES,YES,NO,YES,YES,YES,YES,5,2,2,1,2,5,23,13,13,13
GP,F,17,U,GT3,T,2,2,OTHER,OTHER,COURSE,MOTHER,1,2,0,NO,YES,NO,NO,YES,YES,NO,YES,4,2,2,1,1,3,12,11,9,9
GP,F,17,R,LE3,T,2,2,SERVICES,SERVICES,COURSE,MOTHER,1,3,0,NO,YES,YES,YES,YES,YES,YES,NO,3,3,2,2,2,3,3,11,11,11
GP,F,17,U,GT3,T,3,1,SERVICES,SERVICES,COURSE,FATHER,1,3,0,NO,YES,NO,NO,NO,YES,YES,NO,3,4,3,2,3,5,1,12,14,15
GP,F,17,U,LE3,T,0,2,AT_HOME,AT_HOME,HOME,FATHER,2,3,0,NO,NO,NO,NO,YES,YES,YES,NO,3,3,3,2,3,2,0,16,15,15
GP,M,18,U,GT3,T,4,4,OTHER,OTHER,COURSE,MOTHER,1,3,0,NO,NO,NO,YES,YES,YES,YES,NO,4,3,3,2,2,3,3,9,12,11
GP,M,17,U,GT3,T,3,3,OTHER,SERVICES,REPUTATION,MOTHER,1,1,0,NO,NO,NO,YES,NO,YES,YES,NO,4,3,5,3,5,5,3,14,15,16
GP,M,17,R,GT3,T,2,2,SERVICES,OTHER,COURSE,MOTHER,4,1,0,NO,YES,NO,NO,YES,YES,YES,NO,4,4,5,5,5,4,8,11,10,10
GP,F,17,U,GT3,T,4,4,TEACHER,SERVICES,COURSE,MOTHER,1,3,0,NO,YES,YES,YES,YES,YES,YES,NO,5,4,4,1,3,4,7,10,9,9
GP,F,17,U,GT3,T,4,4,TEACHER,TEACHER,COURSE,MOTHER,2,3,0,NO,YES,YES,NO,NO,YES,YES,YES,4,3,3,1,2,4,4,14,14,14
GP,M,18,U,LE3,T,2,2,OTHER,OTHER,COURSE,MOTHER,1,4,0,NO,YES,NO,YES,YES,YES,YES,NO,4,5,5,2,4,5,2,9,8,8
GP,F,17,R,GT3,T,2,4,AT_HOME,OTHER,COURSE,FATHER,1,3,0,NO,YES,NO,NO,YES,YES,YES,YES,4,4,3,1,1,5,7,12,14,14
GP,F,18,U,GT3,T,3,3,SERVICES,SERVICES,HOME,MOTHER,1,2,0,NO,NO,NO,YES,YES,YES,YES,NO,5,3,4,1,1,4,0,7,0,0
GP,F,18,U,LE3,T,2,2,OTHER,OTHER,HOME,OTHER,1,2,0,NO,NO,NO,YES,NO,YES,YES,YES,4,3,3,1,1,2,0,8,8,0
GP,F,18,R,GT3,T,2,2,AT_HOME,OTHER,COURSE,MOTHER,2,4,0,NO,NO,NO,YES,YES,YES,NO,NO,4,4,4,1,1,4,0,10,9,0
GP,F,17,U,GT3,T,3,4,SERVICES,OTHER,COURSE,MOTHER,1,3,0,NO,NO,NO,NO,YES,YES,YES,NO,4,4,5,1,3,5,16,16,15,15
GP,F,19,R,GT3,A,3,1,SERVICES,AT_HOME,HOME,OTHER,1,3,1,NO,NO,YES,NO,YES,YES,NO,NO,5,4,3,1,2,5,12,14,13,13
GP,F,17,U,GT3,T,3,2,OTHER,OTHER,HOME,MOTHER,1,2,0,NO,YES,YES,NO,YES,YES,YES,YES,4,3,2,2,3,2,0,7,8,0
GP,F,18,U,LE3,T,3,3,SERVICES,SERVICES,HOME,MOTHER,1,4,0,NO,YES,NO,NO,YES,YES,YES,NO,5,3,3,1,1,1,7,16,15,17
GP,F,17,R,GT3,A,3,2,OTHER,OTHER,HOME,MOTHER,1,2,0,NO,YES,YES,NO,YES,YES,YES,NO,4,3,3,2,3,2,4,9,10,10
GP,F,19,U,GT3,T,2,1,SERVICES,SERVICES,HOME,OTHER,1,3,1,NO,NO,YES,YES,YES,YES,YES,YES,4,3,4,1,3,3,4,11,12,11
GP,M,18,U,GT3,T,4,4,TEACHER,SERVICES,HOME,FATHER,1,2,1,NO,YES,NO,YES,YES,YES,YES,NO,4,3,3,2,2,2,0,10,10,0
GP,M,18,U,LE3,T,3,4,SERVICES,OTHER,HOME,MOTHER,1,2,0,NO,NO,NO,YES,YES,YES,YES,YES,4,3,3,1,3,5,11,16,15,15
GP,F,17,U,GT3,A,2,2,AT_HOME,AT_HOME,HOME,FATHER,1,2,1,NO,YES,NO,NO,YES,YES,YES,YES,3,3,1,1,2,4,0,9,8,0
GP,F,18,U,GT3,T,2,3,AT_HOME,OTHER,COURSE,MOTHER,1,3,0,NO,YES,NO,NO,YES,YES,YES,NO,4,3,3,1,2,3,4,11,10,10
GP,F,18,U,GT3,T,3,2,OTHER,SERVICES,OTHER,MOTHER,1,3,0,NO,NO,NO,NO,YES,YES,YES,YES,5,4,3,2,3,1,7,13,13,14
GP,M,18,R,GT3,T,4,3,TEACHER,SERVICES,COURSE,MOTHER,1,3,0,NO,NO,NO,NO,YES,YES,YES,YES,5,3,2,1,2,4,9,16,15,16
GP,M,18,U,GT3,T,4,3,TEACHER,OTHER,COURSE,MOTHER,1,3,0,NO,YES,YES,NO,YES,YES,YES,YES,5,4,5,2,3,5,0,10,10,9
GP,F,17,U,GT3,T,4,3,HEALTH,OTHER,REPUTATION,MOTHER,1,3,0,NO,YES,YES,YES,YES,YES,YES,YES,4,4,3,1,3,4,0,13,15,15
MS,M,18,R,GT3,T,3,2,OTHER,OTHER,COURSE,MOTHER,2,1,1,NO,YES,NO,NO,NO,YES,YES,NO,2,5,5,5,5,5,10,11,13,13
MS,M,19,R,GT3,T,1,1,OTHER,SERVICES,HOME,OTHER,3,2,3,NO,NO,NO,NO,YES,YES,YES,NO,5,4,4,3,3,2,8,8,7,8
MS,M,17,U,GT3,T,3,3,HEALTH,OTHER,COURSE,MOTHER,2,2,0,NO,YES,YES,NO,YES,YES,YES,NO,4,5,4,2,3,3,2,13,13,13
MS,M,18,U,LE3,T,1,3,AT_HOME,SERVICES,COURSE,MOTHER,1,1,1,NO,NO,NO,NO,YES,NO,YES,YES,4,3,3,2,3,3,7,8,7,8
MS,M,19,R,GT3,T,1,1,OTHER,OTHER,HOME,OTHER,3,1,1,NO,YES,NO,NO,YES,YES,YES,NO,4,4,4,3,3,5,4,8,8,8
MS,M,17,R,GT3,T,4,3,SERVICES,OTHER,HOME,MOTHER,2,2,0,NO,YES,YES,YES,NO,YES,YES,YES,4,5,5,1,3,2,4,13,11,11
MS,F,18,U,GT3,T,3,3,SERVICES,SERVICES,COURSE,FATHER,1,2,0,NO,YES,NO,NO,YES,YES,NO,YES,5,3,4,1,1,5,0,10,9,9
MS,F,17,R,GT3,T,4,4,TEACHER,SERVICES,OTHER,FATHER,2,2,0,NO,YES,YES,YES,YES,YES,YES,NO,4,3,3,1,2,5,4,12,13,13
MS,F,17,U,LE3,A,3,2,SERVICES,OTHER,REPUTATION,MOTHER,2,2,0,NO,NO,NO,NO,YES,YES,NO,YES,1,2,3,1,2,5,2,12,12,11
MS,M,18,U,LE3,T,1,1,OTHER,SERVICES,HOME,FATHER,2,1,0,NO,NO,NO,NO,NO,YES,YES,YES,3,3,2,1,2,3,4,10,10,10
MS,F,18,U,LE3,T,1,1,AT_HOME,SERVICES,COURSE,FATHER,2,3,0,NO,NO,NO,NO,YES,YES,YES,NO,5,3,2,1,1,4,0,18,16,16
MS,F,18,R,LE3,A,1,4,AT_HOME,OTHER,COURSE,MOTHER,3,2,0,NO,NO,NO,NO,YES,YES,NO,YES,4,3,4,1,4,5,0,13,13,13
MS,M,18,R,LE3,T,1,1,AT_HOME,OTHER,OTHER,MOTHER,2,2,1,NO,NO,NO,YES,NO,NO,NO,NO,4,4,3,2,3,5,2,13,12,12
MS,F,18,U,GT3,T,3,3,SERVICES,SERVICES,OTHER,MOTHER,2,2,0,NO,YES,NO,NO,YES,YES,YES,YES,4,3,2,1,3,3,0,11,11,10
MS,F,17,U,LE3,T,4,4,AT_HOME,AT_HOME,COURSE,MOTHER,1,2,0,NO,YES,YES,YES,YES,YES,YES,YES,2,3,4,1,1,1,0,16,15,15
MS,F,17,R,GT3,T,1,2,OTHER,SERVICES,COURSE,FATHER,2,2,0,NO,NO,NO,NO,NO,YES,NO,NO,3,2,2,1,2,3,0,12,11,12
MS,M,18,R,GT3,T,1,3,AT_HOME,OTHER,COURSE,MOTHER,2,2,0,NO,YES,YES,NO,YES,YES,NO,NO,3,3,4,2,4,3,4,10,10,10
MS,M,18,U,LE3,T,4,4,TEACHER,SERVICES,OTHER,MOTHER,2,3,0,NO,NO,YES,NO,YES,YES,YES,YES,4,2,2,2,2,5,0,13,13,13
MS,F,17,R,GT3,T,1,1,OTHER,SERVICES,REPUTATION,MOTHER,3,1,1,NO,YES,YES,NO,YES,YES,YES,YES,5,2,1,1,2,1,0,7,6,0
MS,F,18,U,GT3,T,2,3,AT_HOME,SERVICES,COURSE,FATHER,2,1,0,NO,YES,YES,NO,YES,YES,YES,YES,5,2,3,1,2,4,0,11,10,10
MS,F,18,R,GT3,T,4,4,OTHER,TEACHER,OTHER,FATHER,3,2,0,NO,YES,YES,NO,NO,YES,YES,YES,3,2,2,4,2,5,10,14,12,11
MS,F,19,U,LE3,T,3,2,SERVICES,SERVICES,HOME,OTHER,2,2,2,NO,NO,NO,YES,YES,YES,NO,YES,3,2,2,1,1,3,4,7,7,9
MS,M,18,R,LE3,T,1,2,AT_HOME,SERVICES,OTHER,FATHER,3,1,0,NO,YES,YES,YES,YES,NO,YES,YES,4,3,3,2,3,3,3,14,12,12
MS,F,17,U,GT3,T,2,2,OTHER,AT_HOME,HOME,MOTHER,1,3,0,NO,NO,NO,YES,YES,YES,NO,YES,3,4,3,1,1,3,8,13,11,11
MS,F,17,R,GT3,T,1,2,OTHER,OTHER,COURSE,MOTHER,1,1,0,NO,NO,NO,YES,YES,YES,YES,NO,3,5,5,1,3,1,14,6,5,5
MS,F,18,R,LE3,T,4,4,OTHER,OTHER,REPUTATION,MOTHER,2,3,0,NO,NO,NO,NO,YES,YES,YES,NO,5,4,4,1,1,1,0,19,18,19
MS,F,18,R,GT3,T,1,1,OTHER,OTHER,HOME,MOTHER,4,3,0,NO,NO,NO,NO,YES,YES,YES,NO,4,3,2,1,2,4,2,8,8,10
MS,F,20,U,GT3,T,4,2,HEALTH,OTHER,COURSE,OTHER,2,3,2,NO,YES,YES,NO,NO,YES,YES,YES,5,4,3,1,1,3,4,15,14,15
MS,F,18,R,LE3,T,4,4,TEACHER,SERVICES,COURSE,MOTHER,1,2,0,NO,NO,YES,YES,YES,YES,YES,NO,5,4,3,3,4,2,4,8,9,10
MS,F,18,U,GT3,T,3,3,OTHER,OTHER,HOME,MOTHER,1,2,0,NO,NO,YES,NO,YES,YES,YES,YES,4,1,3,1,2,1,0,15,15,15
MS,F,17,R,GT3,T,3,1,AT_HOME,OTHER,REPUTATION,MOTHER,1,2,0,NO,YES,YES,YES,NO,YES,YES,NO,4,5,4,2,3,1,17,10,10,10
MS,M,18,U,GT3,T,4,4,TEACHER,TEACHER,HOME,FATHER,1,2,0,NO,NO,YES,YES,NO,YES,YES,NO,3,2,4,1,4,2,4,15,14,14
MS,M,18,R,GT3,T,2,1,OTHER,OTHER,OTHER,MOTHER,2,1,0,NO,NO,NO,YES,NO,YES,YES,YES,4,4,3,1,3,5,5,7,6,7
MS,M,17,U,GT3,T,2,3,OTHER,SERVICES,HOME,FATHER,2,2,0,NO,NO,NO,YES,YES,YES,YES,NO,4,4,3,1,1,3,2,11,11,10
MS,M,19,R,GT3,T,1,1,OTHER,SERVICES,OTHER,MOTHER,2,1,1,NO,NO,NO,NO,YES,YES,NO,NO,4,3,2,1,3,5,0,6,5,0
MS,M,18,R,GT3,T,4,2,OTHER,OTHER,HOME,FATHER,2,1,1,NO,NO,YES,NO,YES,YES,NO,NO,5,4,3,4,3,3,14,6,5,5
MS,F,18,R,GT3,T,2,2,AT_HOME,OTHER,OTHER,MOTHER,2,3,0,NO,NO,YES,NO,YES,YES,NO,NO,5,3,3,1,3,4,2,10,9,10
MS,F,18,R,GT3,T,4,4,TEACHER,AT_HOME,REPUTATION,MOTHER,3,1,0,NO,YES,YES,YES,YES,YES,YES,YES,4,4,3,2,2,5,7,6,5,6
MS,F,19,R,GT3,T,2,3,SERVICES,OTHER,COURSE,MOTHER,1,3,1,NO,NO,NO,YES,NO,YES,YES,NO,5,4,2,1,2,5,0,7,5,0
MS,F,18,U,LE3,T,3,1,TEACHER,SERVICES,COURSE,MOTHER,1,2,0,NO,YES,YES,NO,YES,YES,YES,NO,4,3,4,1,1,1,0,7,9,8
MS,F,18,U,GT3,T,1,1,OTHER,OTHER,COURSE,MOTHER,2,2,1,NO,NO,NO,YES,YES,YES,NO,NO,1,1,1,1,1,5,0,6,5,0
MS,M,20,U,LE3,A,2,2,SERVICES,SERVICES,COURSE,OTHER,1,2,2,NO,YES,YES,NO,YES,YES,NO,NO,5,5,4,4,5,4,11,9,9,9
MS,M,17,U,LE3,T,3,1,SERVICES,SERVICES,COURSE,MOTHER,2,1,0,NO,NO,NO,NO,NO,YES,YES,NO,2,4,5,3,4,2,3,14,16,16
MS,M,21,R,GT3,T,1,1,OTHER,OTHER,COURSE,OTHER,1,1,3,NO,NO,NO,NO,NO,YES,NO,NO,5,5,3,3,3,3,3,10,8,7
MS,M,18,R,LE3,T,3,2,SERVICES,OTHER,COURSE,MOTHER,3,1,0,NO,NO,NO,NO,NO,YES,YES,NO,4,4,1,3,4,5,0,11,12,10
MS,M,19,U,LE3,T,1,1,OTHER,AT_HOME,COURSE,FATHER,1,1,0,NO,NO,NO,NO,YES,YES,YES,NO,3,2,3,3,3,5,5,8,9,9
